20181223.062717,JBU1198,5.779663,8100.000000,38.400000,LGAarr
20181222.212645,RPA4416,5.707320,8150.000000,44.200000,LGAarr
20181222.213108,EDV5276,5.701865,8150.000000,44.100000,LGAarr
20181222.210224,DAL2171,5.742146,8175.000000,44.100000,LGAarr
20181222.211016,AAL1457,5.744836,8175.000000,44.100000,LGAarr
20181222.223350,SKW4126,5.966073,8175.000000,37.800000,LGAarr
20181222.200210,DAL2524,5.717857,8200.000000,44.200000,LGAarr
20181222.203325,AAL1556,5.732874,8200.000000,44.600000,LGAarr
20181222.193223,SWA5853,5.709252,8250.000000,44.000000,LGAarr
20181222.193534,SWA6948,5.710022,8250.000000,44.300000,LGAarr
20181222.200625,EDV5383,5.716470,8275.000000,43.900000,LGAarr
20181222.232645,RPA5952,5.692253,8350.000000,44.300000,LGAarr
20181223.034624,JBU1389,0.344785,8400.000000,159.200000,EWR
20181222.201513,NKS922,5.733839,8525.000000,44.100000,LGAarr
20181223.032226,UAL1084,0.346604,8575.000000,153.600000,EWR
20181223.120821,UAL369,0.382322,8575.000000,159.600000,EWR
20181223.043635,NAX76C,0.425761,8675.000000,159.700000,EWR
20181222.191322,EDV5281,5.681512,8725.000000,44.300000,LGAarr
20181222.194707,SKW3744,5.706576,8725.000000,44.200000,LGAarr
20181222.231354,UAL1841,0.406588,8975.000000,159.700000,EWR
20181223.113525,SWA4045,3.463183,9050.000000,182.400000,EWR
20181222.210642,AAL2068,5.721807,9150.000000,44.200000,LGAarr
20181222.214354,SKW3737,5.715810,9750.000000,40.500000,LGAarr
20181223.025422,DAL2803,5.610692,9925.000000,44.100000,LGAarr
20181222.215337,RPA4356,5.692690,10100.000000,43.900000,LGAarr
20181223.120407,UAL1456,0.886551,10400.000000,160.000000,EWR
20181223.064812,ETH513,0.766810,10775.000000,159.200000,EWR
20181223.052155,JBU1443,0.419530,11025.000000,159.300000,EWR
20181223.010800,AAL487,0.990781,11125.000000,233.100000,JFK
20181223.122841,GTI1115,3.904583,11200.000000,235.000000,JFK
