20190127.193512|A50887|UAL991|A320|3.652248|6125.000000|159.800000|263.200000
20190127.194056|A01AB2|ASQ4294|E145|0.438944|6275.000000|159.500000|254.100000
20190127.194409|A3F0CB|N353JS|AS50|4.384841|1950.000000|18.700000|134.100000
20190127.195612|A39100|DAL2601|A320|5.795951|9950.000000|38.900000|331.400000
20190127.195854|A92650|TAI399|A320|0.361406|6000.000000|159.400000|258.500000
20190127.195913|AC98C1|EDV5514|CRJ9|5.529337|8600.000000|44.400000|316.100000
20190127.200354|A4B294|RPA4702|E170|5.694768|9975.000000|44.100000|327.400000
20190127.200602|AA56D8|UAL1021|B738|0.378973|5950.000000|159.100000|254.800000
20190127.200808|A3C8CB|DAL2858|A321|5.737448|8500.000000|44.200000|319.600000
20190127.200933|AD4EE8|N957CP|F2TH|0.512304|6025.000000|159.400000|258.500000
20190127.201132|A92AE9||CRJ7|0.293052|6050.000000|159.700000|253.700000
20190127.201146|A38675|N326V|PC12|2.946099|11425.000000|14.700000|271.900000
20190127.201150|A858F3|NKS922|A320|5.745228|7000.000000|44.200000|316.800000
20190127.201539|A35012|DAL1098|A320|4.594746|13375.000000|242.900000|351.500000
20190127.201609|A90F92|NKS525|A321|0.664152|6025.000000|158.700000|258.700000
20190127.201648|A3A235|DAL2917|A320|5.716776|7025.000000|44.200000|316.800000
20190127.202110|A80156|ENY3829|E145|3.852508|12550.000000|241.200000|294.500000
20190127.202334|A445F0|UAL1790|B739|0.959059|6000.000000|164.500000|251.100000
20190127.202353|AB8EBA|ENY4177|E135|2.820187|13550.000000|239.400000|292.800000
20190127.202655|ADE252|JBU325|A321|3.492052|13900.000000|240.900000|291.900000
20190127.203056|AB6EFC|DAL2648|B739|2.849774|12850.000000|239.800000|324.000000
20190127.203428|A2E235|SKW3826||5.701269|7225.000000|44.100000|316.100000
20190127.203703|A0817C|UAL1783|B752|0.406578|6025.000000|158.500000|256.800000
20190127.203800|A7CFB7|EDV5287|CRJ9|5.746040|7000.000000|44.100000|313.300000
20190127.203955|AA4E52|SWA4394|B737|5.702796|7575.000000|44.000000|321.100000
20190127.204128|A44544|UAL1460|B739|0.078832|6025.000000|156.700000|254.900000
20190127.204312|A69C14|LXJ525|CL30|0.200627|4000.000000|293.200000|230.700000
20190127.204614|A0A8DA|UAL730|B752|0.765590|6050.000000|161.400000|253.300000
20190127.204627|A560F3|AMX409|B789|2.337913|11925.000000|238.600000|324.500000
20190127.204641|A098F6|AAL1626|A321|2.198698|15325.000000|190.100000|377.800000
20190127.204742|A8A017|JBU362|A320|5.784163|7375.000000|44.100000|321.800000
20190127.204930|A18380|EDV5485|CRJ9|2.619849|13525.000000|239.300000|307.200000
20190127.205131|A39E6B|DAL2949|A319|5.750235|6975.000000|44.400000|317.500000
20190127.205159|A32AD1|DAL2480|B737|2.210814|14450.000000|239.400000|316.100000
20190127.205349|A37EB0|AAL1457||5.723374|8350.000000|44.100000|320.400000
20190127.205545|A1C57E|RPA5929|E170|5.693428|9775.000000|44.000000|331.000000
20190127.210501|A03377|ASQ4100|E45X|5.518144|7425.000000|159.800000|251.500000
20190127.210637|A4000F|DAL1727|A320|5.767343|8000.000000|44.200000|323.900000
20190127.211231|A41C69|DAL1528|A320|2.217869|10975.000000|238.300000|325.500000
20190127.211418|A5FD2D|SWA5159|B737|5.714605|7550.000000|44.200000|322.500000
20190127.211937|AD6BDC|JBU1323|A321|3.971846|12225.000000|241.700000|339.600000
20190127.212217|0D07BC|SLI415||3.031578|15350.000000|239.900000|299.300000
20190127.212332|A0FBB7|UAL1923|B738|0.326947|10825.000000|159.300000|276.900000
20190127.212623|AB1FAB|ENY4137|E135|5.780995|9425.000000|45.000000|312.500000
20190127.213342|ACE43B|N93KK|C172|5.908792|2475.000000|167.800000|84.900000
20190127.213557|A50CB7|RPA4665|E170|5.705700|7000.000000|44.200000|314.000000
20190127.213641|AB7FDE|ENY3716|E135|4.621358|13375.000000|243.400000|314.400000
20190127.214216|A2000D|EDV5250|CRJ9|5.743862|7000.000000|44.200000|318.200000
20190127.214647|A3E011|EDV5338|CRJ9|3.086094|13800.000000|240.100000|311.300000
20190127.214847|A553CE|UAL2275|A320|0.442790|6000.000000|159.700000|262.300000
20190127.215138|AD4CC8|2174D8|E190|5.708298|7000.000000|44.200000|316.800000
20190127.215155|A5898B|N456MT|EC35|1.414520|1375.000000|36.100000|137.400000
20190127.215159|A3D4C6|DAL2633|A319|2.678431|14525.000000|239.400000|343.900000
20190127.215341|A4BDB9|RPA4363|E170|5.755412|7000.000000|44.200000|315.400000
20190127.215948|0D09F8|AIJ2997||2.452675|13850.000000|238.900000|323.400000
20190127.220620|A85D00|RPA3539|E170|0.326306|6075.000000|159.400000|264.900000
20190127.220916|AD4F05|N957DT|CL30|0.450066|5975.000000|159.200000|258.900000
20190127.221015|A79E31|JBU581|A320|4.540457|14450.000000|242.600000|322.000000
20190127.221251|A7AD0D|JBU705|A320|0.427856|6175.000000|159.200000|262.100000
20190127.222025|80F86B|ASQ4377||0.342700|6000.000000|159.500000|254.100000
20190127.222135|A7869B|AAL1722|A321|4.871283|6975.000000|56.100000|317.000000
20190127.222255|AD2C19|AAL2291|B738|0.729740|14450.000000|234.700000|297.700000
20190127.222810|A05AB2|ASQ4056|E45X|0.342713|6000.000000|159.400000|253.200000
20190127.223310|AA7E7D|UAL1222|B738|0.403867|6075.000000|159.200000|262.100000
20190127.223854|A3DF1E|DAL1818|A321|5.717365|7300.000000|44.100000|317.500000
20190127.224045|A466C7|DAL2935|B738|0.335809|14475.000000|234.800000|308.500000
20190127.224559|A52CC8|RPA4652|E170|5.763344|6975.000000|44.600000|314.700000
20190127.224749|A3572C|AAL2809||5.696075|8525.000000|44.100000|326.000000
20190127.225009|AC41C0|EDV5356|CRJ2|1.059058|12375.000000|233.000000|322.000000
20190127.225627|AB9278|AMX403|B738|0.808784|14550.000000|233.700000|284.000000
20190127.225656|AB2719|ENY3416|E135|5.770404|6975.000000|44.500000|308.300000
20190127.230636|A08F5C|N135SH|LR35|0.772986|13375.000000|234.200000|338.900000
20190127.230642|A3C514|DAL2948|A321|5.706205|7025.000000|44.100000|313.300000
20190127.231721|A58DE0|UAL1841|A320|3.449995|6025.000000|106.800000|296.700000
20190127.232201|A1BE10|RPA5928|E170|5.706952|7775.000000|44.200000|319.600000
20190127.232631|AD0E61|AAL1506|B738|0.384415|6550.000000|158.900000|266.900000
20190127.232654|AB4840|DAL1993|B764|1.107719|15450.000000|232.700000|348.200000
20190127.233117|AA2BC4|UAL434|B739|0.595730|5925.000000|159.000000|264.600000
20190127.233146|A4E8EF|RPA4659|E170|5.840385|8550.000000|38.400000|323.900000
20190127.233338|A3D122|DAL969|A320|0.450902|12975.000000|235.300000|347.900000
20190127.233433|424459|VQBCT||0.362934|6000.000000|159.400000|267.100000
20190127.234019|ACEB76|EDV3443|CRJ9|0.261900|12675.000000|234.100000|329.500000
20190127.234312|A5898B|N456MT|EC35|5.814263|1400.000000|195.900000|101.900000
20190127.235050|A91349|NKS1529|A321|0.344002|6050.000000|158.900000|266.900000
20190127.235426|AAEE3B|AAL2423|B738|3.062491|13925.000000|239.300000|303.600000
20190127.235540|AAA58B|UAL1857|B738|0.366272|6075.000000|159.300000|263.000000
20190127.235932|A2B348|SKW3915|E170|1.043946|14075.000000|232.800000|272.600000
20190127.235945|AA2BA1|UAL2398|B739|2.564726|5975.000000|115.600000|293.900000
20190128.000015|ABB639|ENY3741|E135|5.795446|9975.000000|39.500000|361.600000
20190128.001526|AB9A32|DAL2654|B739|0.881063|14675.000000|232.700000|336.800000
20190128.002135|A6C013|JBU227|A320|0.029248|6600.000000|188.200000|258.700000
20190128.002426|A43EE8|UAL1417|B738|0.407251|6100.000000|175.400000|261.800000
20190128.002536|A2DE7E|SKW3827||5.703930|8225.000000|44.100000|323.200000
20190128.002812|A3FF26|DAL2951|A321|5.740292|9400.000000|44.100000|331.700000
20190128.003230|A732D9|JBU149|A320|0.466356|14050.000000|234.700000|316.300000
20190128.004512|A08317|EDV5006|CRJ9|1.419820|15550.000000|232.200000|297.200000
20190128.004924|A3C5EA|DAL2488|A319|2.202671|15150.000000|230.700000|337.500000
20190128.010051|A7668A|AAL631|A321|1.113554|13225.000000|232.500000|287.400000
20190128.010629|A4FFE9|LXJ421|LR45|1.654760|15925.000000|237.200000|324.800000
20190128.011131|A88774|JBU543|A320|0.355646|6200.000000|159.200000|267.400000
20190128.011441|A32368|DAL2040|A321|1.154969|13025.000000|236.000000|345.000000
20190128.011601|A44CA0|DAL2938|B738|0.805586|13150.000000|235.500000|305.700000
20190128.011741|A12096|ASQ4075|E45X|0.401655|6950.000000|158.400000|255.000000
20190128.012148|A3DC47|DAL1512|A320|1.223854|14700.000000|232.900000|309.800000
20190128.012701|A99290|N716CG|FA7X|0.730287|6025.000000|133.300000|284.400000
20190128.012935|A836FB|UAL1071|B739|0.405292|6375.000000|159.000000|265.600000
20190128.013442|AB6800|JBU905|A320|0.496854|10600.000000|159.600000|289.200000
20190128.013742|AC0BC4|UAL711|B738|0.382518|8850.000000|158.900000|266.900000
20190128.013835|A00DF9|AAL2068|A320|5.804620|9975.000000|39.100000|329.800000
20190128.013936|A92361|UAL1543|B739|1.709189|5975.000000|171.100000|251.000000
20190128.014002|A40CA4|DAL2963||5.764451|9950.000000|39.500000|351.000000
20190128.014220|A42680|GJS6292|CRJ7|0.387224|5950.000000|159.500000|262.600000
20190128.014258|AC06BE|RPA6029|E170|5.715810|7950.000000|44.200000|314.000000
20190128.014835|A55EF3|UAL1001|A320|3.428946|8975.000000|120.300000|307.000000
20190128.020341|A90824|NKS1159|A321|0.360897|9275.000000|159.000000|279.500000
20190128.020715|AC18FE|AAL1240|B738|3.708295|12075.000000|240.900000|333.100000
20190128.020726|A11689|ASQ4150|E145|0.357213|7125.000000|159.200000|262.100000
20190128.021118|A7A956|JBU355|A320|2.897010|13625.000000|239.600000|304.800000
20190128.021251|A3B111|DAL2966|A320|5.775410|9600.000000|44.400000|320.300000
20190128.021309|AB8EBA|ENY3513|E135|4.808105|13500.000000|192.600000|334.100000
20190128.021341|A52898|UAL318|A320|0.747126|6075.000000|131.900000|283.300000
20190128.021745|A1A1B6|RPA6057|E170|5.759451|9950.000000|41.000000|347.300000
20190128.021917|A29AA5|SKW4234||5.716701|8025.000000|44.200000|309.700000
20190128.022041|A967EB|JBU698|A320|5.723971|8850.000000|44.100000|311.900000
20190128.022336|A2E646|SWA3662|B737|5.730285|9925.000000|39.100000|356.900000
20190128.022546|AC3DD2|GTH888|GLF5|0.361703|6750.000000|159.300000|259.800000
20190128.022647|A694DD|JBU127|A320|0.428293|7450.000000|159.500000|271.200000
20190128.024433|A4B294|RPA4491|E170|5.710729|9875.000000|44.000000|319.700000
20190128.025144|A09961|EDV3360|CRJ9|5.671809|9925.000000|44.200000|352.900000
20190128.025428|A1ACDB|RPA5895|E170|4.401335|14125.000000|242.600000|297.400000
